total_sold,venueid,catid,holiday,day_of_week
53,234,7,0,3
68,125,9,0,4
25,224,7,0,5
25,9,9,0,0
47,218,7,0,0
33,305,8,0,5
39,33,9,0,2
57,250,6,0,3
42,8,9,0,5
40,301,8,0,0
53,237,7,0,2
52,88,9,0,3
41,244,7,0,1
6,87,9,0,6
26,304,8,0,0
29,215,6,0,3
8,26,9,0,4
41,17,9,0,2
12,5,9,0,4
33,222,7,0,1
35,43,9,0,4
56,89,9,0,2
88,64,9,0,0
35,64,9,0,2
38,200,7,0,5
63,233,7,0,4
62,38,9,0,5
41,94,9,0,5
4,236,6,0,5
69,263,6,0,1
37,57,9,0,4
43,130,9,0,5
23,110,9,0,6
48,217,7,0,5
28,305,8,0,5
6,211,7,0,1
53,15,9,0,3
52,87,9,0,1
43,255,6,0,1
44,116,9,0,6
65,238,7,0,5
38,243,7,0,4
43,37,9,0,4
21,19,9,0,2
42,235,6,0,1
44,308,8,0,6
57,257,6,0,2
15,95,9,0,4
97,119,9,0,2
43,222,7,0,5
52,203,7,0,2
4,222,7,0,6
37,121,9,0,3
33,300,8,0,0
62,204,7,0,1
16,79,9,0,1
54,92,9,0,0
28,208,7,0,1
19,92,9,0,4
27,303,8,0,0
48,215,6,0,3
54,235,7,0,1
55,47,9,0,3
34,207,6,0,5
30,26,9,0,1
49,256,6,0,5
45,60,9,0,4
65,109,9,0,1
33,106,9,0,0
49,76,9,0,5
80,93,9,0,4
53,246,7,0,4
63,19,9,0,3
38,229,7,0,4
44,85,9,0,6
7,9,9,0,4
26,10,9,0,1
35,210,7,0,0
25,247,7,0,0
25,8,9,0,6
43,300,8,0,5
34,224,6,0,2
47,246,6,0,3
22,103,9,0,1
14,232,7,0,1
41,119,9,0,6
31,242,6,0,2
12,104,9,0,6
55,116,9,0,0
40,114,9,0,6
65,67,9,0,2
43,16,9,0,4
27,116,9,0,4
24,43,9,0,5
25,303,8,0,1
42,203,7,0,2
77,223,7,0,1
78,8,9,0,3
69,130,9,0,3
35,14,9,0,4
29,105,9,0,1
57,36,9,0,0
25,241,7,0,0
31,213,7,0,0
12,251,6,0,3
52,238,6,0,0
3,100,9,0,4
37,12,9,0,2
47,122,9,0,3
30,223,7,0,1
44,122,9,0,2
31,211,6,0,6
77,7,9,0,4
33,72,9,0,3
34,65,9,0,0
30,242,6,0,1
27,38,9,0,4
40,72,9,0,2
45,228,7,0,0
21,225,7,0,0
44,88,9,0,0
39,229,6,0,1
96,61,9,0,4
72,248,7,0,4
62,216,6,0,3
69,203,7,0,3
114,210,7,0,5
47,55,9,0,6
71,111,9,0,6
67,16,9,0,5
78,209,7,0,6
18,128,9,0,0
54,237,6,0,0
8,13,9,0,1
11,94,9,0,4
59,207,6,0,4
30,203,7,0,0
33,212,7,0,0
39,237,7,0,2
33,79,9,0,4
38,23,9,0,5
32,67,9,0,3
48,90,9,0,2
27,27,9,0,2
144,213,7,0,3
70,24,9,0,5
117,123,9,0,4
47,49,9,0,1
11,70,9,0,2
111,302,8,0,4
14,122,9,0,1
84,208,7,0,2
7,113,9,0,2
13,239,7,0,4
40,120,9,0,6
34,12,9,0,3
36,215,6,0,3
12,48,9,0,5
8,62,9,0,3
8,110,9,0,6
12,46,9,0,0
45,227,6,0,6
67,99,9,0,5
47,115,9,0,3
37,59,9,0,5
47,211,6,0,6
90,220,7,0,2
42,104,9,0,0
11,50,9,0,2
21,244,7,0,5
40,203,7,0,2
51,93,9,0,1
45,69,9,0,0
41,54,9,0,4
36,224,6,0,0
48,63,9,0,3
52,218,7,0,5
123,243,7,0,0
19,221,7,0,6
24,232,7,0,3
29,103,9,0,3
20,98,9,0,2
45,86,9,0,1
42,93,9,0,5
26,249,7,0,2
63,249,7,0,4
21,70,9,0,0
87,259,6,0,2
29,5,9,0,5
10,236,7,0,6
9,14,9,0,5
36,123,9,0,5
3,103,9,0,1
27,22,9,0,1
37,9,9,0,1
39,26,9,0,6
4,127,9,0,6
29,127,9,0,4
48,309,8,0,1
46,257,6,0,6
21,5,9,0,1
64,129,9,0,0
43,29,9,0,0
19,42,9,0,5
39,247,6,0,0
33,65,9,0,0
25,119,9,0,2
46,46,9,0,3
36,209,7,0,5
29,86,9,0,3
31,114,9,0,3
29,223,7,0,3
21,125,9,0,3
9,41,9,0,5
75,15,9,0,0
43,224,7,0,1
53,34,9,0,3
61,21,9,0,6
37,208,7,0,6
54,101,9,0,2
38,300,8,0,2
30,85,9,0,5
40,217,7,0,3
30,66,9,0,5
13,16,9,0,1
45,212,7,0,5
43,17,9,0,0
40,39,9,0,1
49,100,9,0,0
49,4,9,0,6
20,222,6,0,6
35,215,7,0,3
64,120,9,0,2
42,31,9,0,4
49,200,6,0,2
39,224,7,0,3
26,230,7,0,5
24,307,8,0,1
20,18,9,0,3
57,304,8,0,3
57,113,9,0,6
41,209,6,0,5
33,120,9,0,3
35,72,9,0,6
26,213,7,0,6
59,304,8,0,4
23,222,7,0,0
44,8,9,0,3
34,28,9,0,4
34,249,6,0,3
37,211,6,0,2
67,96,9,0,6
31,235,6,0,2
25,121,9,0,2
38,230,7,0,1
43,216,6,0,6
34,246,7,0,0
42,249,6,0,0
60,107,9,0,0
38,66,9,0,0
81,66,9,0,0
45,26,9,0,4
70,13,9,0,6
55,27,9,0,4
58,121,9,0,2
82,302,8,0,4
50,1,9,0,2
7,231,6,0,1
66,202,6,0,2
65,204,7,0,0
28,207,6,0,5
21,255,6,0,0
41,81,9,0,3
4,222,6,0,3
42,217,7,0,2
7,72,9,0,5
52,206,7,0,6
2,109,9,0,6
32,130,9,0,2
34,249,7,0,2
34,5,9,0,3
46,241,7,0,2
56,227,7,0,2
32,253,6,0,0
29,106,9,0,3
71,302,8,0,1
79,207,7,0,3
4,253,6,0,2
28,303,8,0,3
32,302,8,0,4
31,37,9,0,4
68,15,9,0,3
32,72,9,0,2
3,52,9,0,4
29,221,7,0,6
76,230,7,0,3
64,7,9,0,5
39,26,9,0,6
33,216,7,0,1
28,122,9,0,6
19,91,9,0,5
41,55,9,0,3
28,76,9,0,4
37,6,9,0,5
62,213,7,0,3
68,309,8,0,5
31,214,7,0,1
32,71,9,0,2
31,58,9,0,1
35,48,9,0,5
49,58,9,0,3
48,302,8,0,5
27,215,7,0,6
34,71,9,0,1
30,204,7,0,5
53,263,6,0,6
40,230,7,0,3
40,301,8,0,0
66,303,8,0,2
5,301,8,0,4
57,248,7,0,0
48,115,9,0,3
38,14,9,0,1
48,126,9,0,3
3,205,7,0,0
53,65,9,0,2
62,77,9,0,1
54,248,7,0,6
16,104,9,0,0
33,15,9,0,6
28,116,9,0,3
51,81,9,0,3
9,208,7,0,2
29,235,7,0,2
34,35,9,0,3
35,263,6,0,1
30,87,9,0,6
88,300,8,0,3
35,17,9,0,1
1,117,9,0,0
35,236,7,0,2
8,110,9,0,5
20,130,9,0,2
11,121,9,0,5
54,203,6,0,2
20,231,7,0,0
75,30,9,0,3
30,96,9,0,4
40,15,9,0,2
46,77,9,0,0
73,129,9,0,2
78,24,9,0,5
48,309,8,0,2
38,31,9,0,6
21,225,6,0,1
36,68,9,0,2
23,17,9,0,0
13,3,9,0,1
3,243,7,0,0
77,211,6,0,3
40,24,9,0,6
2,87,9,0,2
36,219,7,0,3
43,224,7,0,6
23,85,9,0,5
63,210,7,0,2
6,245,7,0,4
3,97,9,0,1
59,227,7,0,6
22,126,9,0,1
58,85,9,0,6
12,217,6,0,1
34,232,7,0,5
32,94,9,0,5
3,228,6,0,1
26,2,9,0,6
39,34,9,0,6
44,100,9,0,1
39,32,9,0,1
29,68,9,0,1
4,206,7,0,2
56,129,9,0,6
40,234,6,0,3
72,18,9,0,0
42,46,9,0,3
41,43,9,0,3
28,35,9,0,5
62,220,7,0,1
80,25,9,0,2
31,307,8,0,1
22,238,7,0,3
27,68,9,0,6
33,36,9,0,6
71,38,9,0,0
51,38,9,0,4
51,303,8,0,1
47,57,9,0,0
59,122,9,0,3
50,216,6,0,1
26,237,7,0,2
38,256,6,0,6
54,211,6,0,6
29,220,7,0,2
44,66,9,0,6
12,305,8,0,6
60,66,9,0,5
31,214,7,0,4
27,46,9,0,0
35,50,9,0,6
63,224,6,0,0
21,213,7,0,0
46,19,9,0,6
15,200,7,0,2
19,236,6,0,0
111,7,9,0,2
93,304,8,0,1
38,202,7,0,3
55,105,9,0,0
32,214,7,0,1
48,207,7,0,5
44,204,7,0,6
110,229,6,0,1
32,20,9,0,3
32,121,9,0,4
64,1,9,0,6
51,64,9,0,3
41,231,7,0,4
48,226,7,0,2
59,217,7,0,5
57,39,9,0,0
48,224,7,0,4
36,219,6,0,6
49,307,8,0,1
24,247,7,0,3
66,58,9,0,6
53,55,9,0,4
48,301,8,0,4
19,61,9,0,2
12,207,7,0,1
51,232,7,0,3
71,38,9,0,4
55,130,9,0,2
31,119,9,0,1
42,301,8,0,0
35,241,6,0,0
43,223,7,0,1
51,50,9,0,1
61,126,9,0,2
41,60,9,0,6
122,220,7,0,3
55,94,9,0,0
52,22,9,0,0
44,93,9,0,0
34,71,9,0,5
51,85,9,0,0
63,99,9,0,4
45,231,6,0,4
45,32,9,0,6
50,31,9,0,5
50,203,7,0,4
63,208,6,0,3
36,45,9,0,6
27,211,7,0,0
64,41,9,0,0
73,105,9,0,5
19,248,7,0,5
62,225,6,0,3
59,224,7,0,5
24,248,7,0,5
62,32,9,0,6
27,215,7,0,5
4,103,9,0,5
63,227,7,0,6
63,236,7,0,6
19,39,9,0,0
24,79,9,0,3
59,58,9,0,2
69,208,6,0,6
40,216,6,0,0
48,263,6,0,2
16,222,7,0,6
103,7,9,0,4
53,46,9,0,5
13,17,9,0,0
27,35,9,0,6
111,85,9,0,0
41,64,9,0,3
23,102,9,0,1
98,205,7,0,5
45,240,7,0,3
12,41,9,0,0
46,242,7,0,5
50,48,9,0,0
35,78,9,0,2
28,33,9,0,6
42,77,9,0,0
27,114,9,0,6
44,51,9,0,1
42,231,7,0,5
62,213,7,0,5
38,110,9,0,0
25,243,7,0,2
34,111,9,0,4
40,78,9,0,3
66,130,9,0,2
56,120,9,0,1
48,125,9,0,2
44,222,7,0,6
66,225,7,0,4
40,52,9,0,1
58,61,9,0,3
116,241,6,0,2
39,201,7,0,0
36,77,9,0,0
44,252,6,0,6
58,243,6,0,6
5,44,9,0,0
22,12,9,0,2
59,13,9,0,3
52,55,9,0,6
41,70,9,0,4
91,44,9,0,6
73,67,9,0,3
35,73,9,0,1
30,67,9,0,3
61,220,7,0,2
61,234,7,0,5
83,248,7,0,3
38,40,9,0,1
15,55,9,0,0
15,18,9,0,6
36,308,8,0,3
48,306,8,0,2
40,243,7,0,1
56,231,7,0,6
38,99,9,0,2
53,123,9,0,3
55,239,6,0,2
39,18,9,0,6
23,243,7,0,2
17,234,7,0,2
22,23,9,0,1
58,29,9,0,6
30,244,7,0,6
76,23,9,0,2
41,80,9,0,3
25,301,8,0,6
2,305,8,0,0
24,208,7,0,4
11,67,9,0,3
5,216,7,0,3
81,26,9,0,2
43,242,6,0,6
33,96,9,0,6
28,42,9,0,3
65,112,9,0,5
25,239,7,0,2
4,66,9,0,1
103,242,7,0,6
65,19,9,0,3
27,62,9,0,0
50,125,9,0,2
45,101,9,0,2
27,2,9,0,2
30,205,7,0,4
45,233,7,0,1
50,18,9,0,0
30,254,6,0,6
59,215,7,0,6
32,249,7,0,2
36,46,9,0,1
51,30,9,0,4
42,219,6,0,3
45,1,9,0,0
33,75,9,0,2
3,60,9,0,5
35,31,9,0,6
28,244,7,0,2
60,222,6,0,3
39,219,7,0,0
20,87,9,0,5
31,108,9,0,1
50,114,9,0,6
33,100,9,0,5
47,85,9,0,3
59,86,9,0,5
58,237,6,0,5
57,30,9,0,5
74,208,7,0,1
31,221,6,0,4
31,17,9,0,6
34,90,9,0,2
35,209,7,0,5
7,214,7,0,4
2,117,9,0,6
59,10,9,0,3
38,93,9,0,4
44,237,7,0,0
28,305,8,0,0
34,5,9,0,6
51,12,9,0,5
69,243,7,0,3
61,106,9,0,6
27,240,6,0,4
48,90,9,0,0
19,201,7,0,5
29,53,9,0,0
54,200,6,0,3
55,87,9,0,5
15,55,9,0,2
41,81,9,0,2
34,46,9,0,6
89,235,7,0,2
13,216,7,0,2
35,202,7,0,0
44,68,9,0,3
58,54,9,0,6
42,117,9,0,2
43,59,9,0,6
55,228,7,0,0
28,247,7,0,3
1,251,6,0,1
32,84,9,0,0
62,248,7,0,5
44,120,9,0,5
33,12,9,0,4
11,45,9,0,4
52,233,7,0,5
45,213,6,0,2
48,91,9,0,1
27,120,9,0,5
43,221,6,0,6
28,82,9,0,5
40,51,9,0,0
17,18,9,0,3
27,12,9,0,5
29,68,9,0,1
32,208,7,0,2
64,204,6,0,2
52,32,9,0,1
48,240,7,0,5
33,25,9,0,5
40,26,9,0,6
77,130,9,0,5
34,255,6,0,0
38,249,7,0,3
34,89,9,0,5
41,228,7,0,0
61,203,7,0,1
37,263,6,0,3
64,33,9,0,5
62,117,9,0,4
42,61,9,0,4
45,110,9,0,6
36,46,9,0,4
41,60,9,0,0
71,121,9,0,4
35,77,9,0,2
47,3,9,0,5
56,217,7,0,4
16,122,9,0,1
49,236,6,0,4
45,89,9,0,4
18,5,9,0,3
40,10,9,0,4
5,52,9,0,0
41,62,9,0,3
18,235,6,0,4
37,220,7,0,3
60,63,9,0,1
21,87,9,0,6
51,214,7,0,1
39,55,9,0,5
42,219,7,0,4
45,126,9,0,1
7,55,9,0,0
70,241,6,0,6
46,103,9,0,1
75,37,9,0,6
51,49,9,0,6
39,244,7,0,0
2,57,9,0,2
8,81,9,0,1
56,61,9,0,1
58,114,9,0,0
34,44,9,0,5
5,207,7,0,5
10,9,9,0,2
47,80,9,0,5
51,127,9,0,3
21,52,9,0,4
23,308,8,0,6
46,110,9,0,2
25,303,8,0,5
43,12,9,0,3
48,122,9,0,1
54,112,9,0,0
41,127,9,0,3
41,124,9,0,2
24,214,7,0,4
28,115,9,0,6
52,245,7,0,2
33,44,9,0,4
26,125,9,0,5
106,29,9,0,4
41,96,9,0,6
57,67,9,0,5
33,239,7,0,5
14,20,9,0,6
47,51,9,0,0
45,115,9,0,1
50,223,6,0,3
43,89,9,0,0
35,114,9,0,1
38,8,9,0,2
50,23,9,0,1
21,64,9,0,2
52,66,9,0,3
53,56,9,0,3
59,93,9,0,4
27,245,7,0,0
44,32,9,0,5
56,230,7,0,1
32,115,9,0,4
32,304,8,0,1
40,98,9,0,3
41,209,7,0,0
61,58,9,0,6
36,215,7,0,1
54,249,6,0,5
34,233,6,0,0
66,305,8,0,3
25,218,7,0,3
44,214,7,0,2
42,70,9,0,0
52,111,9,0,4
26,54,9,0,6
23,223,7,0,4
61,239,7,0,2
73,96,9,0,1
45,249,6,0,5
29,217,6,0,0
32,5,9,0,3
46,124,9,0,4
38,75,9,0,2
52,256,6,0,3
36,76,9,0,4
63,18,9,0,5
71,106,9,0,2
42,25,9,0,4
27,25,9,0,6
94,127,9,0,1
57,12,9,0,1
30,66,9,0,3
66,75,9,0,2
49,8,9,0,5
20,65,9,0,5
89,218,7,0,2
66,221,6,0,3
10,215,7,0,1
34,14,9,0,2
43,230,7,0,6
52,257,6,0,1
46,226,6,0,4
39,205,7,0,1
86,249,7,0,0
56,100,9,0,5
57,90,9,0,4
3,2,9,0,0
35,107,9,0,1
60,260,6,0,6
55,306,8,0,0
31,38,9,0,6
24,40,9,0,3
37,234,7,0,6
31,104,9,0,2
87,21,9,0,0
55,223,6,0,2
35,308,8,0,6
23,65,9,0,5
33,258,6,0,6
34,218,6,0,0
24,31,9,0,4
57,229,7,0,6
72,227,7,0,3
66,228,7,0,4
41,47,9,0,0
45,127,9,0,4
45,200,6,0,4
63,33,9,0,2
30,37,9,0,2
43,215,7,0,1
50,90,9,0,0
43,207,6,0,4
36,22,9,0,5
43,65,9,0,2
30,221,7,0,0
30,1,9,0,4
50,82,9,0,6
72,126,9,0,1
37,39,9,0,2
56,35,9,0,4
38,117,9,0,3
38,109,9,0,5
83,205,7,0,1
27,86,9,0,1
79,247,6,0,2
48,9,9,0,3
73,208,7,0,1
14,60,9,0,1
53,16,9,0,3
46,98,9,0,1
51,130,9,0,4
61,304,8,0,1
51,56,9,0,1
40,236,6,0,5
61,239,7,0,3
47,304,8,0,2
38,248,6,0,2
29,122,9,0,3
45,300,8,0,0
39,249,7,0,4
82,256,6,0,4
45,94,9,0,5
44,65,9,0,4
37,121,9,0,0
34,118,9,0,4
49,212,7,0,5
13,60,9,0,6
19,253,6,0,4
31,128,9,0,0
26,232,7,0,5
27,26,9,0,4
32,66,9,0,1
55,3,9,0,0
50,58,9,0,6
37,61,9,0,1
37,216,7,0,3
15,68,9,0,4
47,232,7,0,2
2,26,9,0,0
96,23,9,0,6
21,254,6,0,6
72,212,6,0,1
60,201,7,0,2
47,113,9,0,4
44,109,9,0,2
64,261,6,0,5
36,47,9,0,1
17,2,9,0,2
47,246,6,0,2
15,129,9,0,2
41,74,9,0,5
38,120,9,0,2
20,207,6,0,6
59,93,9,0,3
51,65,9,0,3
44,106,9,0,3
45,125,9,0,1
26,75,9,0,5
61,235,7,0,0
91,228,6,0,2
3,73,9,0,1
50,24,9,0,0
55,238,6,0,0
4,213,7,0,5
46,60,9,0,1
85,90,9,0,3
44,237,6,0,6
52,20,9,0,6
16,128,9,0,1
63,45,9,0,5
36,105,9,0,2
55,210,7,0,0
47,206,7,0,6
28,215,7,0,3
41,201,7,0,3
30,1,9,0,5
2,55,9,0,1
31,51,9,0,3
28,217,7,0,4
37,61,9,0,5
48,236,7,0,4
71,34,9,0,0
28,218,6,0,0
39,22,9,0,0
132,305,8,0,6
50,86,9,0,0
21,32,9,0,3
14,210,6,0,0
61,208,7,0,6
25,247,6,0,6
28,93,9,0,3
15,100,9,0,6
27,226,7,0,2
36,85,9,0,5
18,89,9,0,1
62,307,8,0,3
36,71,9,0,2
60,3,9,0,0
52,263,6,0,5
50,307,8,0,0
32,30,9,0,3
36,242,7,0,3
28,107,9,0,4
28,224,7,0,1
43,214,7,0,6
60,76,9,0,5
48,105,9,0,0
63,308,8,0,5
56,244,7,0,1
56,223,7,0,5
25,210,7,0,2
12,5,9,0,5
37,90,9,0,5
37,222,6,0,5
21,231,7,0,0
63,102,9,0,2
22,66,9,0,3
27,92,9,0,1
89,95,9,0,3
38,26,9,0,2
46,96,9,0,3
50,15,9,0,5
44,219,7,0,5
39,226,6,0,3
46,220,7,0,3
51,11,9,0,0
37,201,7,0,1
32,240,7,0,2
52,21,9,0,1
28,114,9,0,3
32,114,9,0,1
28,93,9,0,1
41,219,7,0,3
60,238,7,0,4
28,46,9,0,5
120,14,9,0,1
88,86,9,0,4
37,38,9,0,1
71,108,9,0,5
60,65,9,0,2
47,7,9,0,5
57,16,9,0,6
54,62,9,0,4
49,30,9,0,3
65,29,9,0,6
50,246,7,0,5
59,218,6,0,6
46,117,9,0,3
54,39,9,0,0
57,205,6,0,2
110,306,8,0,5
1,32,9,0,6
50,229,6,0,2
30,84,9,0,6
36,60,9,0,2
74,18,9,0,3
36,231,7,0,3
63,309,8,0,2
39,61,9,0,4
69,224,7,0,6
43,305,8,0,3
45,52,9,0,1
43,63,9,0,1
90,205,6,0,5
6,246,7,0,6
46,85,9,0,2
45,40,9,0,0
62,14,9,0,6
26,239,6,0,6
36,1,9,0,4
59,42,9,0,1
38,35,9,0,1
37,222,7,0,0
66,91,9,0,4
55,259,6,0,4
34,84,9,0,6
73,9,9,0,1
48,89,9,0,0
30,224,7,0,2
39,248,7,0,6
63,83,9,0,2
17,76,9,0,5
42,305,8,0,5
53,240,7,0,4
37,101,9,0,4
26,219,7,0,5
30,301,8,0,5
72,105,9,0,3
65,72,9,0,0
10,42,9,0,0
41,200,6,0,4
59,112,9,0,3
33,20,9,0,5
45,101,9,0,6
43,100,9,0,0
20,210,7,0,3
19,65,9,0,1
33,124,9,0,1
50,215,7,0,3
31,23,9,0,2
32,2,9,0,4
53,2,9,0,1
86,205,7,0,2
42,246,7,0,3
4,111,9,0,4
63,215,7,0,3
32,201,6,0,5
32,252,6,0,0
18,1,9,0,1
51,218,6,0,2
30,11,9,0,3
22,221,6,0,5
52,26,9,0,4
44,205,7,0,5
23,49,9,0,5
1,229,7,0,3
37,9,9,0,5
17,97,9,0,1
37,243,7,0,0
40,221,7,0,0
59,252,6,0,6
63,32,9,0,1
9,36,9,0,0
33,77,9,0,3
77,50,9,0,5
76,205,7,0,2
42,239,6,0,5
40,220,7,0,4
56,231,6,0,5
2,128,9,0,3
45,73,9,0,5
44,219,7,0,5
34,3,9,0,2
40,93,9,0,4
46,219,7,0,4
42,78,9,0,2
53,237,6,0,5
38,217,7,0,1
42,122,9,0,6
36,36,9,0,5
43,70,9,0,1
84,226,7,0,3
30,51,9,0,6
43,255,6,0,5
36,224,7,0,5
23,106,9,0,6
18,8,9,0,5
9,222,7,0,6
47,6,9,0,3
108,1,9,0,0
51,127,9,0,1
47,203,6,0,0
45,257,6,0,5
22,17,9,0,1
82,14,9,0,5
44,42,9,0,2
51,262,6,0,4
7,303,8,0,6
59,72,9,0,1
60,103,9,0,4
23,235,7,0,4
57,90,9,0,5
45,214,6,0,5
44,52,9,0,3
53,80,9,0,0
39,102,9,0,6
27,207,6,0,4
62,119,9,0,2
87,216,6,0,3
43,259,6,0,6
34,228,7,0,2
56,207,6,0,6
36,111,9,0,3
53,40,9,0,5
46,39,9,0,6
21,306,8,0,5
61,109,9,0,6
2,303,8,0,4
61,200,7,0,3
62,223,7,0,1
30,24,9,0,4
53,70,9,0,4
21,43,9,0,3
26,217,7,0,5
44,79,9,0,1
34,22,9,0,0
67,250,6,0,3
73,307,8,0,0
62,106,9,0,3
35,17,9,0,6
26,87,9,0,0
44,81,9,0,1
43,72,9,0,4
50,246,6,0,4
15,219,7,0,5
42,124,9,0,2
26,103,9,0,6
29,4,9,0,2
57,242,6,0,0
40,65,9,0,5
39,233,7,0,4
29,210,7,0,6
33,75,9,0,4
29,39,9,0,6
75,255,6,0,4
58,18,9,0,0
44,216,7,0,5
51,201,7,0,4
63,234,7,0,0
39,201,6,0,5
28,88,9,0,3
50,113,9,0,3
28,116,9,0,4
47,262,6,0,0
53,18,9,0,1
65,115,9,0,6
49,113,9,0,5
65,94,9,0,0
44,77,9,0,4
27,26,9,0,0
32,309,8,0,4
45,121,9,0,2
42,72,9,0,4
59,70,9,0,5
48,82,9,0,5
52,236,7,0,0
34,202,7,0,2
50,51,9,0,0
13,5,9,0,4
61,247,6,0,0
46,69,9,0,1
50,53,9,0,5
63,121,9,0,1
69,109,9,0,2
10,33,9,0,2
30,237,6,0,2
28,249,7,0,2
56,13,9,0,4
77,67,9,0,4
59,259,6,0,1
79,125,9,0,4
39,11,9,0,6
23,36,9,0,2
49,37,9,0,5
47,235,6,0,5
77,245,7,0,6
38,111,9,0,3
46,90,9,0,3
43,40,9,0,5
36,68,9,0,4
72,220,7,0,0
41,66,9,0,6
43,18,9,0,5
7,207,7,0,4
44,304,8,0,0
43,233,7,0,4
65,38,9,0,5
30,212,7,0,1
53,96,9,0,3
59,9,9,0,1
23,130,9,0,5
33,216,7,0,3
55,56,9,0,5
49,246,6,0,5
35,43,9,0,1
44,201,7,0,6
39,204,7,0,2
67,222,7,0,0
43,101,9,0,0
28,213,7,0,3
63,205,7,0,2
42,205,7,0,1
49,95,9,0,2
18,106,9,0,3
49,89,9,0,4
34,116,9,0,3
57,34,9,0,0
23,15,9,0,4
50,91,9,0,1
50,65,9,0,6
36,209,6,0,0
19,36,9,0,6
30,47,9,0,6
21,208,7,0,6
40,103,9,0,3
25,303,8,0,1
56,51,9,0,5
34,208,7,0,6
8,227,7,0,2
38,254,6,0,3
44,203,6,0,1
43,74,9,0,0
22,205,7,0,5
32,218,7,0,5
34,18,9,0,2
33,115,9,0,1
67,220,6,0,6
43,84,9,0,5
34,209,7,0,2
43,303,8,0,3
18,95,9,0,0
47,219,7,0,2
46,19,9,0,0
72,93,9,0,2
39,249,6,0,2
32,241,7,0,4
65,216,7,0,5
78,212,7,0,0
21,108,9,0,1
53,38,9,0,6
40,249,6,0,2
45,213,7,0,5
35,200,7,0,4
64,124,9,0,0
32,76,9,0,6
19,10,9,0,6
42,219,7,0,4
54,246,7,0,6
45,70,9,0,0
51,262,6,0,3
51,54,9,0,2
34,223,7,0,4
99,2,9,0,3
58,5,9,0,3
41,46,9,0,0
24,249,7,0,4
37,47,9,0,5
31,74,9,0,6
43,200,7,0,3
54,111,9,0,3
34,201,6,0,4
5,101,9,0,4
35,301,8,0,6
61,238,7,0,1
4,253,6,0,5
33,241,7,0,6
42,39,9,0,6
44,113,9,0,2
38,247,6,0,2
10,210,7,0,1
38,207,7,0,3
65,113,9,0,6
46,13,9,0,0
42,29,9,0,4
30,224,7,0,1
32,28,9,0,0
36,212,7,0,1
45,237,6,0,5
9,106,9,0,3
22,18,9,0,3
92,203,7,0,4
56,302,8,0,3
83,235,7,0,6
19,245,6,0,6
16,44,9,0,2
4,202,6,0,0
4,220,7,0,3
11,71,9,0,2
15,56,9,0,4
60,117,9,0,2
66,36,9,0,3
27,27,9,0,5
4,101,9,0,2
64,261,6,0,2
24,232,7,0,1
24,242,6,0,2
49,79,9,0,1
32,263,6,0,5
58,227,6,0,6
39,39,9,0,0
43,113,9,0,3
46,62,9,0,6
47,210,6,0,3
56,128,9,0,0
52,72,9,0,4
26,306,8,0,0
77,74,9,0,5
35,13,9,0,5
47,81,9,0,3
45,222,7,0,6
32,208,7,0,1
18,85,9,0,3
30,308,8,0,4
48,16,9,0,1
28,238,7,0,5
8,111,9,0,1
54,210,7,0,4
62,301,8,0,1
36,204,7,0,6
23,43,9,0,1
55,302,8,0,3
45,18,9,0,2
34,226,7,0,0
1,217,7,0,0
70,81,9,0,0
44,109,9,0,5
48,43,9,0,2
78,232,7,0,4
65,243,6,0,6
8,75,9,0,5
26,38,9,0,2
48,70,9,0,6
43,65,9,0,5
44,305,8,0,6
46,205,7,0,2
50,258,6,0,6
40,47,9,0,2
68,78,9,0,1
18,207,6,0,0
57,221,7,0,3
38,124,9,0,4
51,220,7,0,0
25,308,8,0,2
5,116,9,0,1
1,263,6,0,0
46,65,9,0,0
73,309,8,0,6
38,62,9,0,1
41,234,7,0,1
60,221,7,0,3
54,86,9,0,1
33,222,6,0,5
42,98,9,0,6
15,227,7,0,4
37,130,9,0,0
2,53,9,0,1
67,69,9,0,0
40,209,6,0,4
54,211,7,0,2
35,222,7,0,2
47,39,9,0,5
22,247,7,0,4
62,257,6,0,3
42,206,7,0,2
39,73,9,0,3
55,50,9,0,0
36,238,7,0,5
50,232,6,0,6
39,43,9,0,5
47,230,7,0,6
28,209,6,0,1
53,128,9,0,5
46,250,6,0,4
40,238,7,0,6
37,233,7,0,5
30,114,9,0,0
11,218,7,0,4
55,84,9,0,2
50,60,9,0,1
23,114,9,0,2
25,30,9,0,0
34,215,7,0,1
45,257,6,0,4
40,29,9,0,4
41,117,9,0,6
53,239,6,0,0
25,114,9,0,2
45,16,9,0,3
43,88,9,0,5
30,42,9,0,4
44,301,8,0,4
65,244,7,0,1
12,235,6,0,2
77,246,6,0,5
37,120,9,0,2
23,25,9,0,2
29,18,9,0,4
68,84,9,0,6
44,69,9,0,0
23,216,7,0,5
65,218,6,0,1
34,11,9,0,2
31,13,9,0,1
54,232,7,0,2
46,44,9,0,6
23,214,6,0,4
61,88,9,0,2
15,240,7,0,3
38,71,9,0,1
7,7,9,0,0
46,215,6,0,4
59,86,9,0,6
54,96,9,0,5
15,95,9,0,1
49,55,9,0,2
56,130,9,0,2
91,260,6,0,0
48,46,9,0,4
21,210,7,0,0
96,25,9,0,1
30,110,9,0,0
43,225,7,0,2
57,204,7,0,0
61,260,6,0,0
50,24,9,0,6
