total_sold,total_paid,venueid,catid,caldate,holiday
59,15475.0,224,7,2008-03-15,False
40,14956.0,73,9,2008-03-14,False
6,2744.0,247,6,2008-02-05,False
11,839.0,71,9,2008-02-06,False
26,11420.0,73,9,2008-02-14,False
52,25869.0,252,6,2008-03-26,False
69,21201.0,34,9,2008-03-10,False
58,19263.0,239,7,2008-03-30,False
23,7371.0,235,7,2008-03-28,False
51,34866.0,119,9,2008-03-25,False
31,7759.0,208,7,2008-03-17,False
10,4956.0,73,9,2008-02-22,False
62,23535.0,213,7,2008-03-23,False
5,1238.0,208,6,2008-02-05,False
42,7990.0,226,7,2008-03-28,False
26,5772.0,249,7,2008-03-19,False
34,11060.0,10,9,2008-03-17,False
31,7396.0,107,9,2008-03-01,False
40,11529.0,233,6,2008-03-06,False
46,10726.0,302,8,2008-03-20,False
21,10017.0,108,9,2008-02-12,False
39,23373.0,29,9,2008-03-22,False
63,12911.0,234,7,2008-03-17,False
45,17760.0,7,9,2008-03-21,False
68,12783.0,233,7,2008-03-29,False
67,17033.0,12,9,2008-03-20,False
37,7648.0,249,6,2008-02-25,False
33,7343.0,300,8,2008-03-17,False
51,13562.0,49,9,2008-03-09,False
37,8205.0,56,9,2008-03-15,False
51,14525.0,22,9,2008-03-23,False
37,10407.0,71,9,2008-03-15,False
34,8089.0,1,9,2008-03-16,False
7,1289.0,72,9,2008-02-09,False
29,8530.0,52,9,2008-03-20,False
64,21575.0,109,9,2008-03-26,False
50,9907.0,246,7,2008-03-13,False
47,26012.0,255,6,2008-03-22,False
21,9903.0,31,9,2008-03-19,False
40,8509.0,92,9,2008-03-29,False
57,14703.0,254,6,2008-03-29,False
43,15990.0,84,9,2008-03-08,False
48,20092.0,52,9,2008-03-23,False
32,10185.0,233,6,2008-03-25,False
44,17244.0,77,9,2008-03-14,False
86,34346.0,220,7,2008-03-18,False
79,18662.0,48,9,2008-03-25,False
68,24442.0,243,6,2008-03-04,False
50,14423.0,89,9,2008-03-13,False
42,10497.0,78,9,2008-03-12,False
12,2008.0,128,9,2008-02-11,False
59,20585.0,4,9,2008-03-28,False
55,11618.0,54,9,2008-03-18,False
13,10269.0,31,9,2008-02-19,False
24,6256.0,229,7,2008-02-22,False
28,5008.0,56,9,2008-02-20,False
34,8579.0,241,7,2008-04-01,False
54,30988.0,18,9,2008-03-20,False
12,3986.0,244,7,2008-02-08,False
18,7122.0,226,7,2008-03-01,False
41,7171.0,85,9,2008-03-16,False
59,17961.0,13,9,2008-03-13,False
26,10432.0,205,7,2008-05-02,False
48,11244.0,207,7,2008-05-17,False
62,22811.0,225,6,2008-05-11,False
58,14762.0,249,7,2008-05-09,False
38,8496.0,90,9,2008-05-08,False
39,8665.0,8,9,2008-05-01,False
35,6095.0,58,9,2008-05-07,False
37,8978.0,212,7,2008-04-09,False
71,13324.0,71,9,2008-05-15,False
46,10500.0,95,9,2008-05-10,False
60,8401.0,7,9,2008-04-25,False
29,14200.0,306,8,2008-05-15,False
38,10392.0,93,9,2008-05-14,False
54,13454.0,6,9,2008-05-20,False
76,29382.0,96,9,2008-05-18,False
58,28518.0,213,6,2008-05-16,False
43,16226.0,47,9,2008-05-11,False
51,11612.0,217,7,2008-05-20,False
21,8620.0,226,7,2008-05-07,False
41,12520.0,244,7,2008-05-06,False
36,7786.0,60,9,2008-05-21,False
54,21626.0,2,9,2008-05-17,False
60,17109.0,63,9,2008-05-20,False
44,12042.0,66,9,2008-05-06,False
55,19362.0,6,9,2008-05-12,False
82,17016.0,6,9,2008-05-14,False
64,15854.0,23,9,2008-05-23,False
64,24122.0,254,6,2008-05-26,True
49,10554.0,307,8,2008-05-22,False
58,24718.0,118,9,2008-05-27,False
42,10702.0,15,9,2008-05-05,False
42,18324.0,103,9,2008-05-22,False
43,10752.0,108,9,2008-05-14,False
45,14690.0,236,6,2008-05-04,False
59,27865.0,207,7,2008-05-26,True
18,8949.0,85,9,2008-05-08,False
53,12310.0,249,6,2008-05-26,True
33,9229.0,208,7,2008-05-07,False
24,3334.0,232,7,2008-05-13,False
76,23010.0,230,6,2008-05-28,False
52,32107.0,130,9,2008-05-24,False
71,19267.0,60,9,2008-05-03,False
45,14016.0,1,9,2008-05-26,True
52,17582.0,74,9,2008-05-25,False
42,13039.0,302,8,2008-05-08,False
35,10093.0,215,7,2008-05-29,False
37,9668.0,50,9,2008-04-12,False
117,32650.0,123,9,2008-05-30,False
59,18194.0,128,9,2008-05-17,False
42,14965.0,239,6,2008-05-17,False
49,14676.0,228,6,2008-05-04,False
48,8704.0,130,9,2008-04-29,False
33,21156.0,72,9,2008-05-22,False
59,20474.0,304,8,2008-05-29,False
19,12146.0,212,7,2008-05-14,False
34,8708.0,11,9,2008-05-16,False
50,18166.0,250,6,2008-05-22,False
52,14394.0,203,7,2008-05-07,False
30,11577.0,211,7,2008-05-13,False
48,15590.0,13,9,2008-05-23,False
35,7974.0,71,9,2008-04-22,False
20,4944.0,207,6,2008-05-04,False
37,8496.0,213,7,2008-05-17,False
70,16930.0,10,9,2008-05-18,False
22,7085.0,124,9,2008-05-20,False
53,17217.0,13,9,2008-05-28,False
47,11163.0,63,9,2008-05-19,False
72,21240.0,90,9,2008-05-15,False
22,5928.0,36,9,2008-05-07,False
75,23065.0,212,6,2008-05-22,False
53,12840.0,239,6,2008-05-06,False
31,6094.0,74,9,2008-05-04,False
87,28636.0,21,9,2008-05-26,True
46,16514.0,115,9,2008-05-04,False
46,16500.0,240,7,2008-05-11,False
46,14053.0,9,9,2008-05-06,False
45,25909.0,208,7,2008-05-17,False
47,14059.0,76,9,2008-05-14,False
39,12860.0,11,9,2008-05-18,False
53,21781.0,62,9,2008-05-14,False
40,6582.0,254,6,2008-05-29,False
34,16592.0,55,9,2008-05-16,False
67,23797.0,40,9,2008-05-29,False
62,14479.0,307,8,2008-06-01,False
31,5190.0,13,9,2008-05-13,False
56,30769.0,121,9,2008-05-09,False
58,21755.0,94,9,2008-05-25,False
54,10020.0,212,7,2008-05-21,False
41,8832.0,127,9,2008-05-15,False
49,10514.0,239,6,2008-05-19,False
98,28003.0,109,9,2008-05-21,False
37,14708.0,211,6,2008-05-21,False
31,9149.0,235,6,2008-05-21,False
63,27575.0,86,9,2008-05-31,False
46,23677.0,215,6,2008-05-28,False
69,34913.0,14,9,2008-05-21,False
50,22701.0,38,9,2008-05-22,False
52,20172.0,308,8,2008-05-19,False
15,4768.0,52,9,2008-05-13,False
48,15053.0,246,6,2008-06-04,False
54,14841.0,6,9,2008-05-18,False
31,6516.0,31,9,2008-05-09,False
34,5414.0,130,9,2008-05-26,True
9,9256.0,105,9,2008-05-04,False
68,24979.0,102,9,2008-05-21,False
35,11066.0,130,9,2008-05-03,False
29,9016.0,119,9,2008-05-21,False
44,10000.0,205,7,2008-05-24,False
27,7558.0,34,9,2008-05-24,False
27,9897.0,127,9,2008-05-01,False
85,38359.0,116,9,2008-05-27,False
23,4659.0,232,6,2008-05-12,False
41,12217.0,301,8,2008-05-26,True
40,9686.0,204,6,2008-05-21,False
54,14294.0,128,9,2008-05-29,False
19,5890.0,47,9,2008-04-22,False
39,9038.0,249,6,2008-05-21,False
40,15282.0,234,7,2008-05-17,False
21,11563.0,32,9,2008-05-22,False
43,12196.0,215,7,2008-05-13,False
31,9196.0,96,9,2008-05-25,False
31,8291.0,233,7,2008-05-27,False
50,22500.0,127,9,2008-05-25,False
38,8522.0,82,9,2008-05-22,False
47,7156.0,44,9,2008-05-12,False
47,10708.0,305,8,2008-05-26,True
35,7325.0,27,9,2008-05-27,False
55,12975.0,3,9,2008-05-19,False
30,8661.0,243,7,2008-05-28,False
36,16616.0,70,9,2008-06-04,False
28,8903.0,114,9,2008-05-25,False
44,33550.0,237,7,2008-05-19,False
54,32316.0,114,9,2008-05-17,False
43,8512.0,106,9,2008-05-21,False
39,15259.0,252,6,2008-06-01,False
59,15376.0,217,7,2008-05-18,False
40,17390.0,10,9,2008-05-30,False
59,19340.0,9,9,2008-05-27,False
32,12042.0,306,8,2008-06-02,False
58,14350.0,203,7,2008-05-11,False
65,21983.0,17,9,2008-05-21,False
28,12258.0,126,9,2008-05-23,False
29,8147.0,123,9,2008-05-07,False
65,13948.0,9,9,2008-05-20,False
28,19307.0,46,9,2008-05-24,False
41,18987.0,92,9,2008-05-17,False
54,14474.0,300,8,2008-06-06,False
75,19543.0,9,9,2008-05-30,False
52,17489.0,218,7,2008-05-30,False
50,12551.0,122,9,2008-06-03,False
72,23329.0,12,9,2008-06-06,False
38,23345.0,130,9,2008-05-25,False
50,23968.0,220,6,2008-06-05,False
53,17806.0,55,9,2008-05-30,False
49,11331.0,48,9,2008-05-17,False
36,12812.0,211,7,2008-05-17,False
120,52116.0,307,8,2008-05-31,False
78,31137.0,64,9,2008-05-31,False
42,14936.0,248,7,2008-06-01,False
32,7460.0,12,9,2008-05-23,False
35,7895.0,36,9,2008-06-03,False
90,17057.0,40,9,2008-06-01,False
48,10020.0,214,7,2008-05-25,False
35,10230.0,17,9,2008-05-11,False
31,19121.0,213,7,2008-05-19,False
47,14206.0,211,6,2008-06-08,False
42,13106.0,243,6,2008-05-28,False
42,8590.0,42,9,2008-05-28,False
56,23815.0,262,6,2008-05-23,False
48,15218.0,30,9,2008-05-30,False
68,23800.0,226,7,2008-06-02,False
26,12045.0,33,9,2008-06-01,False
29,6120.0,126,9,2008-06-06,False
42,11892.0,25,9,2008-05-05,False
29,6901.0,50,9,2008-05-14,False
50,19670.0,102,9,2008-05-19,False
82,22413.0,71,9,2008-05-12,False
38,10725.0,244,7,2008-05-22,False
31,6362.0,221,6,2008-05-15,False
37,7354.0,253,6,2008-05-28,False
44,14871.0,100,9,2008-05-27,False
31,10612.0,60,9,2008-06-04,False
31,7564.0,115,9,2008-06-03,False
49,11358.0,306,8,2008-05-20,False
89,31195.0,224,7,2008-05-20,False
39,16902.0,95,9,2008-03-30,False
31,8531.0,200,7,2008-03-21,False
31,11555.0,19,9,2008-03-31,False
35,13068.0,94,9,2008-03-13,False
51,22011.0,11,9,2008-04-01,False
81,23077.0,203,7,2008-04-03,False
51,15513.0,237,7,2008-03-17,False
5,2893.0,128,9,2008-02-13,False
46,13432.0,250,6,2008-03-23,False
40,7002.0,216,6,2008-03-10,False
35,15770.0,110,9,2008-04-02,False
43,19067.0,255,6,2008-03-29,False
17,4170.0,76,9,2008-03-29,False
53,11381.0,30,9,2008-04-01,False
30,10014.0,213,6,2008-03-23,False
60,11416.0,99,9,2008-03-30,False
31,8258.0,214,7,2008-03-14,False
42,9982.0,219,7,2008-03-17,False
63,34454.0,13,9,2008-04-02,False
46,13069.0,227,7,2008-03-19,False
33,6136.0,34,9,2008-03-25,False
52,12852.0,225,6,2008-04-08,False
14,3037.0,217,6,2008-03-01,False
63,15254.0,9,9,2008-04-06,False
40,8679.0,29,9,2008-03-25,False
42,10377.0,47,9,2008-03-11,False
38,10664.0,54,9,2008-03-26,False
18,3190.0,238,7,2008-03-27,False
20,5017.0,303,8,2008-02-16,False
46,16695.0,215,6,2008-03-21,False
27,8257.0,18,9,2008-03-24,False
12,2013.0,240,6,2008-02-15,False
77,35143.0,61,9,2008-04-04,False
37,28233.0,60,9,2008-03-09,False
27,9365.0,12,9,2008-03-08,False
46,10705.0,13,9,2008-03-19,False
65,16058.0,19,9,2008-04-03,False
49,13447.0,238,7,2008-04-09,False
63,15522.0,234,6,2008-03-30,False
43,6957.0,223,7,2008-03-25,False
51,17786.0,96,9,2008-04-01,False
58,10162.0,117,9,2008-04-06,False
68,22530.0,220,6,2008-04-07,False
29,12288.0,79,9,2008-03-13,False
47,16605.0,248,6,2008-03-30,False
36,4917.0,214,7,2008-03-10,False
64,35150.0,209,7,2008-04-02,False
22,4028.0,66,9,2008-04-10,False
33,10716.0,126,9,2008-03-24,False
31,4907.0,119,9,2008-04-08,False
50,18924.0,304,8,2008-03-28,False
35,9349.0,66,9,2008-03-28,False
32,10584.0,35,9,2008-03-14,False
12,2988.0,305,8,2008-02-17,False
54,16352.0,219,6,2008-03-09,False
46,9223.0,56,9,2008-03-22,False
88,24978.0,211,7,2008-04-07,False
48,15503.0,66,9,2008-03-25,False
59,14704.0,217,6,2008-03-20,False
55,17477.0,116,9,2008-04-07,False
48,11330.0,83,9,2008-03-25,False
38,25792.0,257,6,2008-03-26,False
29,12820.0,231,7,2008-03-23,False
47,24865.0,39,9,2008-03-29,False
43,9954.0,2,9,2008-03-31,False
14,8079.0,59,9,2008-04-01,False
63,12451.0,76,9,2008-04-09,False
53,14074.0,203,7,2008-04-04,False
28,11934.0,301,8,2008-03-24,False
37,14895.0,22,9,2008-03-28,False
33,7552.0,111,9,2008-04-10,False
76,31356.0,81,9,2008-03-19,False
39,10037.0,130,9,2008-04-02,False
29,7311.0,39,9,2008-03-09,False
42,13807.0,226,7,2008-03-25,False
28,8464.0,51,9,2008-03-29,False
49,9889.0,234,7,2008-04-01,False
135,33287.0,118,9,2008-04-06,False
37,10956.0,83,9,2008-04-13,False
90,34301.0,245,7,2008-04-11,False
39,8631.0,203,7,2008-03-26,False
45,8824.0,63,9,2008-03-16,False
63,23152.0,236,7,2008-03-23,False
62,17226.0,123,9,2008-04-06,False
45,24157.0,219,7,2008-04-02,False
41,11668.0,226,7,2008-03-22,False
63,25599.0,64,9,2008-04-05,False
34,13725.0,225,6,2008-04-14,False
31,7152.0,9,9,2008-03-19,False
26,5261.0,2,9,2008-03-23,False
54,28223.0,200,6,2008-03-27,False
51,15764.0,216,6,2008-03-26,False
34,7551.0,44,9,2008-04-05,False
32,5937.0,235,7,2008-03-26,False
56,22786.0,17,9,2008-04-04,False
24,6909.0,214,7,2008-03-28,False
48,25044.0,82,9,2008-04-11,False
21,4575.0,52,9,2008-02-22,False
79,31052.0,247,6,2008-04-09,False
67,26304.0,43,9,2008-04-07,False
59,21929.0,33,9,2008-03-28,False
45,21727.0,83,9,2008-03-18,False
30,6270.0,249,6,2008-03-26,False
40,10760.0,3,9,2008-03-11,False
30,8364.0,214,7,2008-03-21,False
28,12428.0,80,9,2008-04-06,False
48,20300.0,215,7,2008-03-16,False
77,33215.0,50,9,2008-03-22,False
31,6499.0,46,9,2008-03-26,False
72,29898.0,84,9,2008-04-01,False
28,5615.0,227,7,2008-03-07,False
59,33846.0,54,9,2008-04-12,False
47,11109.0,300,8,2008-04-04,False
17,5294.0,202,7,2008-04-08,False
75,23108.0,42,9,2008-04-03,False
30,8842.0,68,9,2008-03-28,False
44,9043.0,107,9,2008-04-11,False
34,9411.0,249,6,2008-03-22,False
36,13149.0,212,7,2008-03-18,False
74,24173.0,234,7,2008-03-29,False
76,23554.0,205,7,2008-04-02,False
61,13139.0,22,9,2008-04-12,False
46,11539.0,99,9,2008-03-21,False
30,6480.0,108,9,2008-03-19,False
20,11633.0,39,9,2008-03-27,False
36,6964.0,47,9,2008-04-08,False
67,16365.0,82,9,2008-04-01,False
43,13651.0,3,9,2008-04-04,False
50,12373.0,303,8,2008-04-03,False
36,11604.0,4,9,2008-04-12,False
64,18474.0,25,9,2008-04-02,False
44,19827.0,214,7,2008-04-01,False
54,22293.0,92,9,2008-03-24,False
27,6505.0,119,9,2008-04-01,False
52,21162.0,258,6,2008-04-08,False
48,11063.0,103,9,2008-03-28,False
47,8461.0,217,7,2008-03-28,False
20,4262.0,87,9,2008-03-01,False
45,22218.0,307,8,2008-04-11,False
56,26175.0,237,7,2008-04-05,False
77,25146.0,260,6,2008-04-04,False
29,11244.0,223,7,2008-04-17,False
26,9942.0,93,9,2008-04-03,False
17,7950.0,303,8,2008-04-09,False
52,17513.0,224,6,2008-04-17,False
58,10421.0,60,9,2008-04-02,False
43,11444.0,61,9,2008-04-10,False
39,12607.0,23,9,2008-04-06,False
43,7044.0,13,9,2008-04-01,False
50,14790.0,120,9,2008-04-08,False
37,7818.0,77,9,2008-03-29,False
62,21927.0,233,7,2008-04-02,False
63,18697.0,246,6,2008-04-02,False
74,20995.0,123,9,2008-04-02,False
39,9775.0,58,9,2008-04-08,False
63,25863.0,241,6,2008-03-16,False
55,22274.0,43,9,2008-04-12,False
49,19349.0,256,6,2008-04-09,False
54,32676.0,224,6,2008-03-04,False
42,13275.0,205,7,2008-04-08,False
23,4187.0,36,9,2008-03-05,False
43,19824.0,305,8,2008-03-27,False
48,29178.0,21,9,2008-04-06,False
66,16360.0,13,9,2008-04-20,False
36,11823.0,111,9,2008-03-20,False
65,25895.0,115,9,2008-04-20,False
54,14305.0,237,7,2008-04-10,False
41,15329.0,41,9,2008-03-19,False
33,10109.0,212,7,2008-04-07,False
28,12336.0,75,9,2008-04-13,False
71,27348.0,238,6,2008-04-11,False
26,8025.0,109,9,2008-03-16,False
49,20268.0,62,9,2008-04-17,False
39,14699.0,301,8,2008-04-03,False
52,5550.0,246,6,2008-04-12,False
27,10944.0,92,9,2008-03-18,False
30,13119.0,84,9,2008-03-23,False
43,15526.0,218,6,2008-04-21,False
23,7173.0,85,9,2008-04-05,False
66,30434.0,22,9,2008-04-04,False
50,12631.0,246,6,2008-04-05,False
21,8749.0,210,7,2008-04-07,False
32,4752.0,75,9,2008-04-15,False
43,7968.0,113,9,2008-04-17,False
34,10203.0,44,9,2008-04-04,False
35,9461.0,16,9,2008-05-31,False
73,41418.0,214,6,2008-06-06,False
42,8207.0,240,7,2008-05-18,False
57,18291.0,124,9,2008-06-03,False
53,16517.0,101,9,2008-05-11,False
47,14074.0,78,9,2008-06-12,False
65,18701.0,226,6,2008-05-19,False
57,16508.0,30,9,2008-05-24,False
33,14612.0,86,9,2008-05-21,False
24,10732.0,248,7,2008-06-07,False
63,18962.0,200,7,2008-05-25,False
53,9870.0,38,9,2008-05-28,False
67,19862.0,130,9,2008-05-28,False
44,13823.0,219,7,2008-06-07,False
39,17917.0,201,7,2008-06-11,False
38,12778.0,220,7,2008-05-14,False
43,6341.0,115,9,2008-06-09,False
44,11918.0,243,6,2008-04-29,False
54,14982.0,229,7,2008-05-24,False
49,14569.0,49,9,2008-05-28,False
42,11715.0,62,9,2008-06-01,False
45,8235.0,53,9,2008-05-18,False
63,20071.0,83,9,2008-05-31,False
54,15957.0,249,6,2008-05-24,False
29,8480.0,78,9,2008-06-03,False
46,7863.0,227,7,2008-05-31,False
51,13581.0,62,9,2008-06-07,False
84,22563.0,119,9,2008-06-14,False
63,32136.0,120,9,2008-06-14,False
42,12490.0,123,9,2008-05-08,False
32,10745.0,104,9,2008-06-04,False
65,20639.0,22,9,2008-05-30,False
52,13049.0,256,6,2008-05-26,True
38,10361.0,81,9,2008-05-30,False
31,7444.0,245,7,2008-05-14,False
59,17094.0,67,9,2008-06-10,False
39,19150.0,109,9,2008-06-01,False
88,17460.0,89,9,2008-06-07,False
80,35289.0,80,9,2008-06-03,False
57,12946.0,305,8,2008-06-12,False
41,12296.0,261,6,2008-06-07,False
14,1437.0,210,6,2008-05-26,True
52,13750.0,14,9,2008-05-09,False
31,5190.0,92,9,2008-05-26,True
87,19822.0,237,6,2008-05-22,False
40,11718.0,11,9,2008-06-08,False
27,7409.0,302,8,2008-05-16,False
51,35996.0,113,9,2008-06-15,False
38,8051.0,93,9,2008-05-30,False
31,10870.0,223,7,2008-06-02,False
47,21552.0,98,9,2008-05-17,False
39,7882.0,239,6,2008-05-25,False
71,16358.0,68,9,2008-06-02,False
38,12062.0,32,9,2008-06-10,False
48,24264.0,48,9,2008-06-13,False
82,16175.0,14,9,2008-05-24,False
46,16399.0,65,9,2008-06-09,False
86,21524.0,128,9,2008-05-31,False
51,17492.0,112,9,2008-06-13,False
36,9662.0,105,9,2008-05-18,False
39,15127.0,22,9,2008-05-10,False
55,19293.0,255,6,2008-06-04,False
36,8190.0,1,9,2008-05-15,False
126,46422.0,200,6,2008-06-07,False
38,9474.0,209,7,2008-05-28,False
33,18348.0,58,9,2008-06-13,False
51,14092.0,46,9,2008-06-03,False
52,19173.0,205,7,2008-05-30,False
27,9959.0,13,9,2008-05-21,False
86,22826.0,114,9,2008-06-12,False
60,14221.0,53,9,2008-06-08,False
37,8060.0,9,9,2008-06-10,False
41,13613.0,33,9,2008-06-15,False
72,26100.0,36,9,2008-06-08,False
85,23190.0,48,9,2008-06-05,False
76,19567.0,51,9,2008-05-22,False
46,7927.0,125,9,2008-05-27,False
57,17526.0,67,9,2008-06-02,False
36,6781.0,304,8,2008-06-10,False
42,6530.0,86,9,2008-06-13,False
31,7364.0,37,9,2008-06-06,False
21,10491.0,127,9,2008-05-10,False
69,26246.0,80,9,2008-06-12,False
27,5597.0,88,9,2008-05-03,False
34,7263.0,226,6,2008-06-05,False
14,3275.0,108,9,2008-06-03,False
28,5430.0,6,9,2008-06-05,False
57,14340.0,90,9,2008-06-13,False
54,18607.0,235,7,2008-06-10,False
56,14249.0,105,9,2008-05-31,False
39,12867.0,233,7,2008-06-07,False
43,13874.0,239,6,2008-06-05,False
36,15840.0,37,9,2008-06-15,False
50,13356.0,255,6,2008-06-12,False
38,11283.0,83,9,2008-06-12,False
45,9892.0,45,9,2008-06-06,False
117,43589.0,234,7,2008-06-15,False
39,11176.0,42,9,2008-05-31,False
51,24425.0,44,9,2008-06-09,False
39,11796.0,205,7,2008-06-10,False
43,8413.0,73,9,2008-06-11,False
49,8971.0,214,7,2008-06-18,False
26,5583.0,10,9,2008-05-27,False
32,8698.0,61,9,2008-06-04,False
42,6181.0,233,7,2008-06-10,False
25,4893.0,218,7,2008-06-05,False
35,12117.0,29,9,2008-06-13,False
72,10557.0,123,9,2008-06-12,False
46,7384.0,251,6,2008-05-24,False
29,8026.0,57,9,2008-06-06,False
55,25884.0,236,7,2008-06-04,False
23,6596.0,240,7,2008-05-13,False
23,3264.0,209,6,2008-06-09,False
68,22392.0,13,9,2008-06-07,False
42,11677.0,219,7,2008-05-16,False
56,7972.0,16,9,2008-06-05,False
97,19799.0,17,9,2008-06-07,False
47,14016.0,105,9,2008-05-13,False
40,23236.0,218,6,2008-06-18,False
74,16940.0,308,8,2008-06-21,False
44,15092.0,116,9,2008-05-24,False
39,14245.0,229,6,2008-06-17,False
30,7528.0,242,7,2008-06-12,False
51,16623.0,235,6,2008-06-11,False
38,10826.0,127,9,2008-06-01,False
27,25546.0,215,7,2008-05-27,False
36,15529.0,220,7,2008-06-07,False
30,6471.0,2,9,2008-05-27,False
42,14490.0,233,7,2008-06-12,False
30,10531.0,51,9,2008-06-08,False
22,7351.0,215,7,2008-06-12,False
17,6259.0,33,9,2008-06-11,False
53,10148.0,84,9,2008-06-18,False
49,12438.0,215,7,2008-06-17,False
49,16137.0,246,6,2008-06-14,False
62,31770.0,69,9,2008-06-20,False
16,3896.0,122,9,2008-05-06,False
41,8532.0,226,6,2008-06-14,False
33,11889.0,306,8,2008-05-31,False
58,20253.0,243,6,2008-06-22,False
37,8502.0,12,9,2008-05-28,False
30,5866.0,203,7,2008-05-26,True
41,7640.0,222,7,2008-05-29,False
70,19894.0,95,9,2008-06-03,False
29,6689.0,18,9,2008-05-12,False
33,7330.0,79,9,2008-06-13,False
25,9488.0,38,9,2008-06-13,False
19,3393.0,42,9,2008-05-23,False
77,16796.0,130,9,2008-06-21,False
30,8833.0,214,7,2008-06-15,False
56,17147.0,263,6,2008-06-01,False
39,11280.0,73,9,2008-06-01,False
33,8934.0,207,7,2008-06-10,False
61,15099.0,109,9,2008-06-08,False
65,24049.0,17,9,2008-06-18,False
19,4538.0,304,8,2008-06-18,False
53,20176.0,114,9,2008-06-10,False
57,17554.0,128,9,2008-06-20,False
46,14060.0,49,9,2008-06-17,False
122,61775.0,239,7,2008-06-22,False
22,8301.0,61,9,2008-05-06,False
47,13066.0,62,9,2008-06-05,False
64,20302.0,42,9,2008-06-13,False
40,12773.0,66,9,2008-05-26,True
48,12306.0,28,9,2008-06-17,False
62,29055.0,238,7,2008-06-09,False
24,6587.0,128,9,2008-05-27,False
51,8869.0,92,9,2008-05-29,False
42,8274.0,9,9,2008-05-29,False
25,5129.0,91,9,2008-06-06,False
51,9802.0,204,7,2008-05-30,False
33,10548.0,98,9,2008-06-02,False
59,16730.0,259,6,2008-06-17,False
66,27059.0,83,9,2008-06-10,False
43,11402.0,50,9,2008-06-21,False
33,9366.0,235,7,2008-06-15,False
41,16931.0,96,9,2008-06-15,False
39,13559.0,80,9,2008-06-21,False
43,11026.0,20,9,2008-05-12,False
68,16955.0,237,6,2008-06-17,False
40,10869.0,204,7,2008-06-05,False
55,14023.0,55,9,2008-06-06,False
47,19581.0,107,9,2008-06-14,False
41,7536.0,308,8,2008-06-03,False
27,9629.0,45,9,2008-06-07,False
44,15918.0,8,9,2008-04-17,False
35,11832.0,247,7,2008-04-18,False
50,15422.0,93,9,2008-04-18,False
34,13121.0,22,9,2008-03-25,False
25,6746.0,74,9,2008-04-01,False
50,17316.0,304,8,2008-03-29,False
66,21863.0,44,9,2008-04-13,False
29,9164.0,212,7,2008-04-01,False
25,5443.0,30,9,2008-03-31,False
53,11779.0,244,7,2008-04-10,False
35,20500.0,213,6,2008-03-31,False
63,30598.0,92,9,2008-04-06,False
12,2880.0,114,9,2008-03-24,False
61,15790.0,246,7,2008-03-20,False
48,20835.0,220,7,2008-04-14,False
63,21818.0,208,6,2008-04-24,False
37,6817.0,217,7,2008-04-10,False
34,7524.0,93,9,2008-03-18,False
63,20877.0,106,9,2008-04-23,False
51,24494.0,219,7,2008-03-24,False
49,13246.0,235,6,2008-04-11,False
53,13192.0,80,9,2008-04-19,False
21,2115.0,17,9,2008-03-25,False
23,8315.0,3,9,2008-04-12,False
20,8869.0,65,9,2008-04-05,False
35,15601.0,78,9,2008-03-29,False
18,11032.0,127,9,2008-04-02,False
28,13735.0,208,6,2008-04-17,False
19,5499.0,45,9,2008-03-24,False
41,9331.0,60,9,2008-03-30,False
45,9528.0,254,6,2008-04-10,False
32,4580.0,252,6,2008-03-31,False
27,12201.0,209,7,2008-04-08,False
32,14662.0,115,9,2008-04-04,False
24,12382.0,237,7,2008-03-06,False
40,10694.0,218,7,2008-04-13,False
42,8606.0,109,9,2008-04-14,False
64,22992.0,51,9,2008-04-17,False
41,16992.0,20,9,2008-04-17,False
92,36519.0,17,9,2008-04-23,False
50,10259.0,123,9,2008-04-03,False
61,24882.0,304,8,2008-04-22,False
28,6529.0,260,6,2008-04-12,False
53,14973.0,58,9,2008-04-18,False
22,10461.0,54,9,2008-03-30,False
42,16181.0,115,9,2008-03-31,False
44,11062.0,120,9,2008-04-24,False
55,13841.0,203,7,2008-04-17,False
54,13536.0,226,7,2008-04-16,False
35,4036.0,236,7,2008-03-12,False
25,10765.0,236,6,2008-04-16,False
55,22358.0,204,7,2008-04-09,False
51,10338.0,208,7,2008-04-24,False
65,18146.0,55,9,2008-04-22,False
28,13100.0,106,9,2008-03-23,False
67,13943.0,25,9,2008-04-08,False
50,22300.0,64,9,2008-04-06,False
58,31076.0,5,9,2008-04-17,False
42,21530.0,97,9,2008-04-09,False
48,12725.0,90,9,2008-04-14,False
42,16596.0,126,9,2008-04-04,False
5,1654.0,52,9,2008-03-21,False
54,11223.0,201,7,2008-04-25,False
87,46633.0,216,6,2008-04-17,False
26,12324.0,301,8,2008-04-19,False
43,15177.0,306,8,2008-04-21,False
57,13411.0,102,9,2008-04-21,False
31,7448.0,207,7,2008-04-10,False
62,16753.0,217,7,2008-04-17,False
26,16906.0,257,6,2008-03-19,False
65,14694.0,29,9,2008-04-27,False
42,23650.0,98,9,2008-04-20,False
37,11174.0,238,7,2008-04-15,False
47,25469.0,222,7,2008-04-08,False
35,8707.0,225,6,2008-04-21,False
33,10036.0,114,9,2008-04-16,False
54,28184.0,41,9,2008-04-22,False
52,13143.0,50,9,2008-04-25,False
49,21167.0,222,6,2008-04-06,False
48,12208.0,214,7,2008-04-05,False
31,6375.0,87,9,2008-04-26,False
